t / s;&j / arb.u;&w / 1/s;t / s;M / arb.u
229,13;0;0,3;229,13;-3,071
229,18;0,02;0,3;229,18;-3,071
229,23;0,03;0,3;229,23;-3,071
229,28;0,04;0,3;229,28;-3,071
229,33;0,05;0,2;229,33;-3,071
229,38;0,07;0,2;229,38;-3,071
229,43;0,07;0,2;229,43;-3,071
229,48;0,08;0,1;229,48;-3,071
229,53;0,09;0,1;229,53;-3,071
229,58;0,09;0,1;229,58;-3,071
229,63;0,1;0;229,63;-3,071
229,68;0,1;0;229,68;-3,071
229,73;0,09;0;229,73;-3,071
229,78;0,09;-0,1;229,78;-3,071
229,83;0,09;-0,2;229,83;-3,071
229,88;0,07;-0,2;229,88;-3,071
229,93;0,07;-0,2;229,93;-3,071
229,98;0,06;-0,2;229,98;-3,071
230,03;0,04;-0,2;230,03;-3,071
230,08;0,03;-0,2;230,08;-3,071
230,13;0,03;-0,2;230,13;-3,071
230,18;0,01;-0,3;230,18;-3,071
230,23;0;-0,2;230,23;-3,071
230,28;-0,01;-0,2;230,28;-3,071
230,33;-0,02;-0,2;230,33;-3,071
230,38;-0,03;-0,2;230,38;-3,071
230,43;-0,04;-0,1;230,43;-3,071
230,48;-0,04;-0,1;230,48;-3,071
230,53;-0,05;-0,1;230,53;-3,071
230,58;-0,05;0;230,58;-3,071
230,63;-0,05;0;230,63;-3,071
230,68;-0,05;0;230,68;-3,071
230,73;-0,05;0;230,73;-3,071
230,78;-0,05;0,1;230,78;-3,071
230,83;-0,05;0,1;230,83;-3,071
230,88;-0,04;0,1;230,88;-3,071
230,93;-0,03;0,2;230,93;-3,071
230,98;-0,03;0,2;230,98;-3,071
231,03;-0,02;0,2;231,03;-3,071
231,08;-0,01;0,2;231,08;-3,071
231,13;0;0,2;231,13;-3,071
231,18;0,01;0,2;231,18;-3,071
231,23;0,02;0,2;231,23;-3,071
231,28;0,03;0,2;231,28;-3,071
231,33;0,04;0,1;231,33;-3,071
231,38;0,04;0,1;231,38;-3,071
231,43;0,05;0,1;231,43;-3,071
231,48;0,05;0,1;231,48;-3,071
231,53;0,06;0,1;231,53;-3,071
231,58;0,06;0,1;231,58;-3,071
231,63;0,07;0;231,63;-3,071
231,68;0,07;0;231,68;-3,071
231,73;0,07;0;231,73;-3,071
231,78;0,06;-0,1;231,78;-3,071
231,83;0,06;-0,1;231,83;-3,071
231,88;0,05;-0,1;231,88;-3,071
231,93;0,05;-0,1;231,93;-3,071
231,98;0,04;-0,1;231,98;-3,071
232,03;0,04;-0,1;232,03;-3,071
232,08;0,03;-0,2;232,08;-3,071
232,13;0,02;-0,2;232,13;-3,071
232,18;0,01;-0,1;232,18;-3,071
232,23;0,01;-0,1;232,23;-3,071
232,28;0;-0,1;232,28;-3,071
232,33;-0,01;-0,1;232,33;-3,071
232,38;-0,01;-0,1;232,38;-3,071
232,43;-0,02;-0,1;232,43;-3,071
232,48;-0,02;-0,1;232,48;-3,071
232,53;-0,02;0;232,53;-3,071
232,58;-0,02;0;232,58;-3,071
232,63;-0,02;0;232,63;-3,071
232,68;-0,03;0;232,68;-3,071
232,73;-0,03;0;232,73;-3,071
232,78;-0,03;0,1;232,78;-3,071
232,83;-0,02;0;232,83;-3,071
232,88;-0,02;0,1;232,88;-3,071
232,93;-0,02;0,1;232,93;-3,071
232,98;-0,01;0,1;232,98;-3,071
233,03;0;0,1;233,03;-3,071
233,08;0;0,1;233,08;-3,071
233,13;0;0,1;233,13;-3,071
233,18;0,01;0,1;233,18;-3,071
233,23;0,02;0,1;233,23;-3,071
233,28;0,02;0,1;233,28;-3,071
233,33;0,03;0,1;233,33;-3,071
233,38;0,03;0,1;233,38;-3,071
233,43;0,03;0,1;233,43;-3,071
233,48;0,04;0;233,48;-3,071
233,53;0,04;0,1;233,53;-3,071
233,58;0,04;0;233,58;-3,071
233,63;0,04;0;233,63;-3,071
233,68;0,04;0;233,68;-3,071
233,73;0,04;0;233,73;-3,071
233,78;0,04;0;233,78;-3,071
233,83;0,04;0;233,83;-3,071
233,88;0,04;-0,1;233,88;-3,071
233,93;0,03;-0,1;233,93;-3,071
233,98;0,03;0;233,98;-3,071
234,03;0,03;-0,1;234,03;-3,071
234,08;0,02;-0,1;234,08;-3,071
234,13;0,02;-0,1;234,13;-3,071
234,18;0,01;-0,1;234,18;-3,071
234,23;0,01;-0,1;234,23;-3,071
234,28;0,01;-0,1;234,28;-3,071
234,33;0;-0,1;234,33;-3,071
234,38;0;-0,1;234,38;-3,071
234,43;0;0;234,43;-3,071
234,48;0;-0,1;234,48;-3,071
234,53;-0,01;0;234,53;-3,071
234,58;-0,01;0;234,58;-3,071
234,63;-0,01;0;234,63;-3,071
234,68;-0,01;0;234,68;-3,071
234,73;-0,01;0;234,73;-3,071
234,78;-0,01;0;234,78;-3,071
234,83;-0,01;0;234,83;-3,071
234,88;-0,01;0,1;234,88;-3,071
234,93;0;0,1;234,93;-3,071
234,98;0;0;234,98;-3,071
235,03;0;0;235,03;-3,071
235,08;0;0,1;235,08;-3,071
235,13;0,01;0,1;235,13;-3,071
235,18;0,01;0,1;235,18;-3,071
235,23;0,01;0,1;235,23;-3,071
235,28;0,02;0,1;235,28;-3,071
235,33;0,02;0;235,33;-3,071
235,38;0,02;0,1;235,38;-3,071
235,43;0,02;0;235,43;-3,071
235,48;0,02;0;235,48;-3,071
235,53;0,02;0;235,53;-3,071
235,58;0,02;0;235,58;-3,071
235,63;0,03;0;235,63;-3,071
235,68;0,03;0;235,68;-3,071
235,73;0,03;0;235,73;-3,071
235,78;0,03;0;235,78;-3,071
235,83;0,03;0;235,83;-3,071
235,88;0,03;0;235,88;-3,071
235,93;0,02;-0,1;235,93;-3,071
235,98;0,02;-0,1;235,98;-3,071
236,03;0,02;0;236,03;-3,071
236,08;0,02;0;236,08;-3,071
236,13;0,02;0;236,13;-3,071
236,18;0,01;-0,1;236,18;-3,071
236,23;0,01;0;236,23;-3,071
236,28;0,01;0;236,28;-3,071
236,33;0,01;0;236,33;-3,071
236,38;0,01;0;236,38;-3,071
236,43;0,01;0;236,43;-3,071
236,48;0;0;236,48;-3,071
236,53;0,01;0;236,53;-3,071
236,58;0;0;236,58;-3,071
236,63;0;0;236,63;-3,071
236,68;0,01;0;236,68;-3,071
236,73;0;0;236,73;-3,071
236,78;0;0;236,78;-3,071
236,83;0;0;236,83;-3,071
236,88;0;0;236,88;-3,071
236,93;0,01;0;236,93;-3,071
236,98;0,01;0;236,98;-3,071
237,03;0,01;0;237,03;-3,071
237,08;0,01;0;237,08;-3,071
237,13;0,01;0;237,13;-3,071
237,18;0,01;0;237,18;-3,071
237,23;0,01;0;237,23;-3,071
237,28;0,01;0;237,28;-3,071
237,33;0,01;0;237,33;-3,071
237,38;0,01;0;237,38;-3,071
237,43;0,02;0;237,43;-3,071
237,48;0,02;0;237,48;-3,071
237,53;0,02;0;237,53;-3,071
237,58;0,02;0;237,58;-3,071
237,63;0,02;0;237,63;-3,071
237,68;0,02;0;237,68;-3,071
237,73;0,02;0;237,73;-3,071
237,78;0,02;0;237,78;-3,071
237,83;0,02;0;237,83;-3,071
237,88;0,02;0;237,88;-3,071
237,93;0,02;0;237,93;-3,071
237,98;0,02;0;237,98;-3,071
238,03;0,02;0;238,03;-3,071
238,08;0,02;0;238,08;-3,071
238,13;0,02;-0,1;238,13;-3,071
238,18;0,01;0;238,18;-3,071
238,23;0,01;0;238,23;-3,071
238,28;0,01;0;238,28;-3,071
238,33;0,01;0;238,33;-3,071
238,38;0,01;0;238,38;-3,071
238,43;0,01;0;238,43;-3,071
238,48;0,01;0;238,48;-3,071
238,53;0,01;0;238,53;-3,071
238,58;0,01;0;238,58;-3,071
238,63;0,01;0;238,63;-3,071
238,68;0,01;0;238,68;-3,071
238,73;0,01;0;238,73;-3,071
238,78;0,01;0;238,78;-3,071
238,83;0,01;0;238,83;-3,071
238,88;0,01;0;238,88;-3,071
238,93;0,01;0;238,93;-3,071
238,98;0,01;0;238,98;-3,071
239,03;0,01;0;239,03;-3,071
239,08;0,01;0;239,08;-3,071
239,13;0,01;0;239,13;-3,071
239,18;0,01;0;239,18;-3,071
239,23;0,01;0;239,23;-3,071
239,28;0,01;0;239,28;-3,071
239,33;0,01;0;239,33;-3,071
239,38;0,01;0;239,38;-3,071
239,43;0,01;0;239,43;-3,071
239,48;0,01;0;239,48;-3,071
239,53;0,01;0;239,53;-3,071
239,58;0,01;0;239,58;-3,071
239,63;0,01;0;239,63;-3,071
239,68;0,01;0;239,68;-3,071
239,73;0,02;0;239,73;-3,071
239,78;0,01;0;239,78;-3,071
239,83;0,01;0;239,83;-3,071
239,88;0,01;0;239,88;-3,071
239,93;0,01;0;239,93;-3,071
239,98;0,01;0;239,98;-3,071
240,03;0,01;0;240,03;-3,071
240,08;0,01;0;240,08;-3,071
240,13;0,01;0;240,13;-3,071
240,18;0,01;0;240,18;-3,071
240,23;0,01;0;240,23;-3,071
240,28;0,01;0;240,28;-3,071
240,33;0,01;0;240,33;-3,071
240,38;0,01;0;240,38;-3,071
240,43;0,01;0;240,43;-3,071
240,48;0,01;0;240,48;-3,071
240,53;0,01;0;240,53;-3,071
240,58;0,01;0;240,58;-3,071
240,63;0,01;0;240,63;-3,071
240,68;0,01;0;240,68;-3,071
240,73;0,01;0;240,73;-3,071
240,78;0,01;0;240,78;-3,071
240,83;0,01;0;240,83;-3,071
240,88;0,01;0;240,88;-3,071
240,93;0,01;0;240,93;-3,071
240,98;0,01;0;240,98;-3,071
241,03;0,01;0;241,03;-3,071
241,08;0,01;0;241,08;-3,071
241,13;0,01;0;241,13;-3,071
241,18;0,01;0;241,18;-3,071
241,23;0,01;0;241,23;-3,071
241,28;0,01;0;241,28;-3,071
241,33;0,01;0;241,33;-3,071
241,38;0,01;0;241,38;-3,071
241,43;0,01;0;241,43;-3,071
241,48;0,01;0;241,48;-3,071
241,53;0,01;0;241,53;-3,071
241,58;0,01;0;241,58;-3,071
241,63;0,01;0;241,63;-3,071
241,68;0,01;0;241,68;-3,071
241,73;0,01;0;241,73;-3,071
241,78;0,01;0;241,78;-3,071
241,83;0,01;0;241,83;-3,071
241,88;0,01;0;241,88;-3,071
241,93;0,01;0;241,93;-3,071
241,98;0,01;0;241,98;-3,071
242,03;0,01;0;242,03;-3,071
242,08;0,02;0;242,08;-3,071
242,13;0,01;0;242,13;-3,071
242,18;0,01;0;242,18;-3,071
242,23;0,01;0;242,23;-3,071
242,28;0,01;0;242,28;-3,071
242,33;0,01;0;242,33;-3,071
242,38;0,01;0;242,38;-3,071
242,43;0,01;0;242,43;-3,071
242,48;0,01;0;242,48;-3,071
242,53;0,01;0;242,53;-3,071
242,58;0,01;0;242,58;-3,071
242,63;0,01;0;242,63;-3,071
242,68;0,01;0;242,68;-3,071
242,73;0,01;0;242,73;-3,071
242,78;0,01;0;242,78;-3,071
242,83;0,01;0;242,83;-3,071
242,88;0,01;0;242,88;-3,071
242,93;0,01;0;242,93;-3,071
242,98;0,01;0;242,98;-3,071
243,03;0,01;0;243,03;-3,071
243,08;0,01;0;243,08;-3,071
243,13;0,01;0;243,13;-3,071
243,18;0,01;0;243,18;-3,071
243,23;0,01;0;243,23;-3,071
243,28;0,01;0;243,28;-3,071
243,33;0,01;0;243,33;-3,071
243,38;0,01;0;243,38;-3,071
243,43;0,01;0;243,43;-3,071
243,48;0,01;0;243,48;-3,071
243,53;0,01;0;243,53;-3,071
243,58;0,01;0;243,58;-3,071
243,63;0,01;0;243,63;-3,071
243,68;0,01;0;243,68;-3,071
243,73;0,01;0;243,73;-3,071
243,78;0,01;0;243,78;-3,071
243,83;0,01;0;243,83;-3,071
243,88;0,01;0;243,88;-3,071
243,93;0,01;0;243,93;-3,071
243,98;0,01;0;243,98;-3,071
244,03;0,01;0;244,03;-3,071
244,08;0,01;0;244,08;-3,071
244,13;0,01;0;244,13;-3,071
244,18;0,01;0;244,18;-3,071
244,23;0,01;0;244,23;-3,071
244,28;0,01;0;244,28;-3,071
244,33;0,01;0;244,33;-3,071
244,38;0,01;0;244,38;-3,071
244,43;0,01;0;244,43;-3,071
244,48;0,01;0;244,48;-3,071
244,53;0,01;0;244,53;-3,071
244,58;0,01;0;244,58;-3,071
244,63;0,01;0;244,63;-3,071
244,68;0,01;0;244,68;-3,071
244,73;0,01;0;244,73;-3,071
244,78;0,01;0;244,78;-3,071
244,83;0,01;0;244,83;-3,071
244,88;0,01;0;244,88;-3,071
244,93;0,01;0;244,93;-3,071
244,98;0,01;0;244,98;-3,071
245,03;0,01;0;245,03;-3,071
245,08;0,01;0;245,08;-3,071
245,13;0,01;0;245,13;-3,071
245,18;0,01;0;245,18;-3,071
245,23;0,01;0;245,23;-3,071
245,28;0,01;0;245,28;-3,071
245,33;0,01;0;245,33;-3,071
245,38;0,01;0;245,38;-3,071
245,43;0,01;0;245,43;-3,071
245,48;0,01;0;245,48;-3,071
245,53;0,01;0;245,53;-3,071
245,58;0,01;0;245,58;-3,071
245,63;0,01;0;245,63;-3,071
245,68;0,01;0;245,68;-3,071
245,73;0,01;0;245,73;-3,071
245,78;0,01;0;245,78;-3,071
245,83;0,01;0;245,83;-3,071
245,88;0,01;0;245,88;-3,071
245,93;0,01;0;245,93;-3,071
245,98;0,01;0;245,98;-3,071
246,03;0,01;0;246,03;-3,071
246,08;0,01;0;246,08;-3,071
246,13;0,01;0;246,13;-3,071
246,18;0,01;0;246,18;-3,071
246,23;0,01;0;246,23;-3,071
246,28;0,01;0;246,28;-3,071
246,33;0,01;0;246,33;-3,071
246,38;0,01;0;246,38;-3,071
246,43;0,01;0;246,43;-3,071
246,48;0,01;0;246,48;-3,071
246,53;0,01;0;246,53;-3,071
246,58;0,01;0;246,58;-3,071
246,63;0,01;0;246,63;-3,071
246,68;0,01;0;246,68;-3,071
246,73;0,01;0;246,73;-3,071
246,78;0,01;0;246,78;-3,071
246,83;0,01;0;246,83;-3,071
246,88;0,01;0;246,88;-3,071
246,93;0,01;0;246,93;-3,071
246,98;0,01;0;246,98;-3,071
247,03;0,01;0;247,03;-3,071
247,08;0,02;0;247,08;-3,071
247,13;0,01;0;247,13;-3,071
247,18;0,01;0;247,18;-3,071
247,23;0,01;0;247,23;-3,071
247,28;0,01;0;247,28;-3,071
247,33;0,01;0;247,33;-3,071
247,38;0,01;0;247,38;-3,071
247,43;0,01;0;247,43;-3,071
247,48;0,01;0;247,48;-3,071
247,53;0,01;0;247,53;-3,071
247,58;0,01;0;247,58;-3,071
247,63;0,01;0;247,63;-3,071
247,68;0,02;0;247,68;-3,071
247,73;0,01;0;247,73;-3,071
247,78;0,01;0;247,78;-3,071
247,83;0,01;0;247,83;-3,071
247,88;0,01;0;247,88;-3,071
247,93;0,01;0;247,93;-3,071
247,98;0,01;0;247,98;-3,071
248,03;0,01;0;248,03;-3,071
248,08;0,01;0;248,08;-3,071
248,13;0,01;0;248,13;-3,071
248,18;0,01;0;248,18;-3,071
248,23;0,01;0;248,23;-3,071
248,28;0,01;0;248,28;-3,071
248,33;0,01;0;248,33;-3,071
248,38;0,01;0;248,38;-3,071
248,43;0,01;0;248,43;-3,071
248,48;0,01;0;248,48;-3,071
248,53;0,01;0;248,53;-3,071
248,58;0,01;0;248,58;-3,071
248,63;0,01;0;248,63;-3,071
248,68;0,01;0;248,68;-3,071
248,73;0,01;0;248,73;-3,071
248,78;0,01;0;248,78;-3,071
248,83;0,01;0;248,83;-3,071
248,88;0,01;0;248,88;-3,071
248,93;0,01;0;248,93;-3,071
248,98;0,01;0;248,98;-3,071
249,03;0,01;0;249,03;-3,071
249,08;0,01;0;249,08;-3,071
249,13;0,01;0;249,13;-3,071
249,18;0,01;0;249,18;-3,071
249,23;0,01;0;249,23;-3,071
249,28;0,01;0;249,28;-3,071
249,33;0,01;0;249,33;-3,071
249,38;0,01;0;249,38;-3,071
249,43;0,01;0;249,43;-3,071
249,48;0,01;0;249,48;-3,071
249,53;0,01;0;249,53;-3,071
249,58;0,01;0;249,58;-3,071
249,63;0,01;0;249,63;-3,071
249,68;0,01;0;249,68;-3,071
249,73;0,01;0;249,73;-3,071
249,78;0,01;0;249,78;-3,071
249,83;0,01;0;249,83;-3,071
249,88;0,01;0;249,88;-3,071
249,93;0,01;0;249,93;-3,071
249,98;0,01;0;249,98;-3,071
250,03;0,01;0;250,03;-3,071
250,08;0,01;0;250,08;-3,071
250,13;0,01;0;250,13;-3,071
250,18;0,01;0;250,18;-3,071
250,23;0,01;0;250,23;-3,071
250,28;0,01;0;250,28;-3,071
250,33;0,01;0;250,33;-3,071
250,38;0,01;0;250,38;-3,071
250,43;0,01;0;250,43;-3,071
250,48;0,01;0;250,48;-3,071
250,53;0,01;0;250,53;-3,071
250,58;0,01;-0,1;250,58;-3,071
250,63;0;-0,2;250,63;-3,071
250,68;-0,01;-0,2;250,68;-3,071
250,73;-0,02;-0,4;250,73;-3,071
250,78;-0,05;-0,5;250,78;-3,071
250,83;-0,08;-0,6;250,83;-3,071
250,88;-0,11;-0,8;250,88;-3,071
250,93;-0,15;-0,8;250,93;-3,071
250,98;-0,19;-0,9;250,98;-3,071
251,03;-0,24;-1;251,03;-3,071
251,08;-0,3;-1,2;251,08;-3,071
251,13;-0,36;-1,2;251,13;-3,071
251,18;-0,42;-1,3;251,18;-3,071
251,23;-0,49;-1,3;251,23;-3,071
251,28;-0,55;-1,4;251,28;-3,071
251,33;-0,62;-1,4;251,33;-3,071
251,38;-0,69;-1,3;251,38;-3,071
251,43;-0,76;-1,2;251,43;-3,071
251,48;-0,82;-1,1;251,48;-3,071
251,53;-0,87;-1;251,53;-3,071
251,58;-0,92;-0,9;251,58;-3,071
251,63;-0,96;-0,9;251,63;-3,071
251,68;-1;-0,8;251,68;-3,071
251,73;-1,05;-0,8;251,73;-3,071
251,78;-1,08;-0,8;251,78;-3,071
251,83;-1,13;-0,8;251,83;-3,071
251,88;-1,16;-0,8;251,88;-3,071
251,93;-1,21;-0,8;251,93;-3,071
251,98;-1,25;-0,8;251,98;-3,071
252,03;-1,28;-0,6;252,03;-3,071
252,08;-1,31;-0,4;252,08;-3,071
252,13;-1,32;-0,2;252,13;-3,071
252,18;-1,32;-0,1;252,18;-3,071
252,23;-1,33;-0,1;252,23;-3,071
252,28;-1,34;-0,2;252,28;-3,071
252,33;-1,35;-0,4;252,33;-3,071
252,38;-1,38;-0,4;252,38;-3,071
252,43;-1,4;-0,4;252,43;-3,071
252,48;-1,41;-0,2;252,48;-3,071
252,53;-1,42;-0,1;252,53;-3,071
252,58;-1,42;-0,1;252,58;-3,071
252,63;-1,42;-0,1;252,63;-3,071
252,68;-1,43;-0,1;252,68;-3,071
252,73;-1,44;-0,1;252,73;-3,071
252,78;-1,44;0;252,78;-3,071
252,83;-1,44;0;252,83;-3,071
252,88;-1,44;0;252,88;-3,071
252,93;-1,44;0;252,93;-3,071
252,98;-1,44;0;252,98;-3,071
253,03;-1,44;0;253,03;-3,071
253,08;-1,44;0;253,08;-3,071
253,13;-1,44;0;253,13;-3,071
253,18;-1,44;0;253,18;-3,071
253,23;-1,44;0;253,23;-3,071
253,28;-1,44;0;253,28;-3,071
253,33;-1,44;0;253,33;-3,071
253,38;-1,44;0;253,38;-3,071
253,43;-1,44;0;253,43;-3,071
253,48;-1,44;0;253,48;-3,071
253,53;-1,44;0;253,53;-3,071
253,58;-1,44;0;253,58;-3,071
253,63;-1,44;0;253,63;-3,071
253,68;-1,44;0;253,68;-3,071
253,73;-1,44;0;253,73;-3,071
253,78;-1,44;0;253,78;-3,071
253,83;-1,44;0;253,83;-3,071
253,88;-1,44;0;253,88;-3,071
253,93;-1,44;0;253,93;-3,071
253,98;-1,44;0;253,98;-3,071
254,03;-1,44;0;254,03;-3,071
254,08;-1,44;0;254,08;-3,071
254,13;-1,44;0;254,13;-3,071
254,18;-1,44;0;254,18;-3,071
254,23;-1,44;0;254,23;-3,071
254,28;-1,44;0;254,28;-3,071
254,33;-1,44;0;254,33;-3,071
254,38;-1,44;0;254,38;-3,071
254,43;-1,44;0;254,43;-3,071
254,48;-1,44;0;254,48;-3,071
254,53;-1,44;0;254,53;-3,071
254,58;-1,44;0;254,58;-3,071
254,63;-1,44;0,3;254,63;-3,071
254,68;-1,4;1;254,68;-3,071
254,73;-1,34;1,7;254,73;-3,071
254,78;-1,23;2,4;254,78;-3,071
254,83;-1,1;3;254,83;-3,071
254,88;-0,93;3,5;254,88;-3,071
254,93;-0,75;3,8;254,93;-3,071
254,98;-0,55;4,1;254,98;-3,071
255,03;-0,34;4,2;255,03;-3,071
255,08;-0,13;4,1;255,08;-3,071
255,13;0,07;4;255,13;-3,071
255,18;0,27;3,9;255,18;-3,071
255,23;0,46;3,8;255,23;-3,071
255,28;0,64;3,5;255,28;-3,071
255,33;0,81;3,2;255,33;-3,071
255,38;0,96;2,7;255,38;-3,071
255,43;1,08;2,1;255,43;-3,071
255,48;1,17;1,5;255,48;-3,071
255,53;1,23;0,8;255,53;-3,071
255,58;1,25;0,1;255,58;-3,071
255,63;1,24;-0,6;255,63;-3,071
255,68;1,2;-1,3;255,68;-3,071
255,73;1,11;-1,9;255,73;-3,071
255,78;1,01;-2,4;255,78;-3,071
255,83;0,87;-2,8;255,83;-3,071
255,88;0,73;-3;255,88;-3,071
255,93;0,58;-3,2;255,93;-3,071
255,98;0,42;-3,3;255,98;-3,071
256,03;0,25;-3,3;256,03;-3,071
256,08;0,09;-3,2;256,08;-3,071
256,13;-0,07;-3,1;256,13;-3,071
256,18;-0,22;-3;256,18;-3,071
256,23;-0,37;-2,8;256,23;-3,071
256,28;-0,5;-2,6;256,28;-3,071
256,33;-0,63;-2,2;256,33;-3,071
256,38;-0,73;-1,8;256,38;-3,071
256,43;-0,8;-1,3;256,43;-3,071
256,48;-0,86;-0,8;256,48;-3,071
256,53;-0,89;-0,4;256,53;-3,071
256,58;-0,89;0,1;256,58;-3,071
256,63;-0,88;0,5;256,63;-3,071
256,68;-0,84;1;256,68;-3,071
256,73;-0,78;1,4;256,73;-3,071
256,78;-0,7;1,8;256,78;-3,071
256,83;-0,6;2,1;256,83;-3,071
256,88;-0,49;2,3;256,88;-3,071
256,93;-0,37;2,4;256,93;-3,071
256,98;-0,25;2,5;256,98;-3,071
257,03;-0,12;2,5;257,03;-3,071
257,08;0;2,4;257,08;-3,071
257,13;0,12;2,4;257,13;-3,071
257,18;0,24;2,3;257,18;-3,071
257,23;0,35;2,1;257,23;-3,071
257,28;0,45;1,9;257,28;-3,071
257,33;0,54;1,7;257,33;-3,071
257,38;0,62;1,4;257,38;-3,071
257,43;0,68;1;257,43;-3,071
257,48;0,72;0,7;257,48;-3,071
257,53;0,74;0,3;257,53;-3,071
257,58;0,75;-0,2;257,58;-3,071
257,63;0,72;-0,5;257,63;-3,071
257,68;0,69;-0,9;257,68;-3,071
257,73;0,64;-1,2;257,73;-3,071
257,78;0,58;-1,4;257,78;-3,071
257,83;0,5;-1,6;257,83;-3,071
257,88;0,41;-1,8;257,88;-3,071
257,93;0,32;-1,9;257,93;-3,071
257,98;0,22;-1,9;257,98;-3,071
258,03;0,13;-1,9;258,03;-3,071
258,08;0,03;-1,9;258,08;-3,071
258,13;-0,07;-1,9;258,13;-3,071
258,18;-0,16;-1,8;258,18;-3,071
258,23;-0,24;-1,6;258,23;-3,071
258,28;-0,32;-1,5;258,28;-3,071
258,33;-0,39;-1,3;258,33;-3,071
258,38;-0,45;-1;258,38;-3,071
258,43;-0,49;-0,7;258,43;-3,071
258,48;-0,52;-0,4;258,48;-3,071
258,53;-0,54;-0,2;258,53;-3,071
258,58;-0,54;0,1;258,58;-3,071
258,63;-0,53;0,3;258,63;-3,071
258,68;-0,5;0,6;258,68;-3,071
258,73;-0,47;0,9;258,73;-3,071
258,78;-0,41;1,1;258,78;-3,071
258,83;-0,36;1,2;258,83;-3,071
258,88;-0,29;1,4;258,88;-3,071
258,93;-0,22;1,5;258,93;-3,071
258,98;-0,14;1,5;258,98;-3,071
259,03;-0,07;1,5;259,03;-3,071
259,08;0,01;1,5;259,08;-3,071
259,13;0,08;1,4;259,13;-3,071
259,18;0,15;1,4;259,18;-3,071
259,23;0,21;1,3;259,23;-3,071
259,28;0,28;1,1;259,28;-3,071
259,33;0,33;0,9;259,33;-3,071
259,38;0,37;0,8;259,38;-3,071
259,43;0,4;0,6;259,43;-3,071
259,48;0,43;0,3;259,48;-3,071
259,53;0,44;0,1;259,53;-3,071
259,58;0,44;0;259,58;-3,071
259,63;0,44;-0,2;259,63;-3,071
259,68;0,42;-0,5;259,68;-3,071
259,73;0,39;-0,7;259,73;-3,071
259,78;0,35;-0,8;259,78;-3,071
259,83;0,3;-0,9;259,83;-3,071
259,88;0,26;-1,1;259,88;-3,071
259,93;0,2;-1,1;259,93;-3,071
259,98;0,14;-1,2;259,98;-3,071
260,03;0,08;-1,1;260,03;-3,071
260,08;0,03;-1,1;260,08;-3,071
260,13;-0,03;-1,1;260,13;-3,071
260,18;-0,08;-1,1;260,18;-3,071
260,23;-0,14;-1;260,23;-3,071
260,28;-0,18;-0,9;260,28;-3,071
260,33;-0,22;-0,7;260,33;-3,071
260,38;-0,26;-0,6;260,38;-3,071
260,43;-0,29;-0,4;260,43;-3,071
260,48;-0,3;-0,3;260,48;-3,071
260,53;-0,31;-0,2;260,53;-3,071
260,58;-0,32;0;260,58;-3,071
260,63;-0,31;0,2;260,63;-3,071
260,68;-0,3;0,4;260,68;-3,071
260,73;-0,28;0,5;260,73;-3,071
260,78;-0,25;0,6;260,78;-3,071
260,83;-0,21;0,7;260,83;-3,071
260,88;-0,17;0,8;260,88;-3,071
260,93;-0,13;0,8;260,93;-3,071
260,98;-0,09;0,8;260,98;-3,071
261,03;-0,05;0,9;261,03;-3,071
261,08;0;0,9;261,08;-3,071
261,13;0,04;0,9;261,13;-3,071
261,18;0,09;0,8;261,18;-3,071
261,23;0,13;0,7;261,23;-3,071
261,28;0,16;0,7;261,28;-3,071
261,33;0,19;0,6;261,33;-3,071
261,38;0,22;0,5;261,38;-3,071
261,43;0,24;0,3;261,43;-3,071
261,48;0,25;0,2;261,48;-3,071
261,53;0,26;0,1;261,53;-3,071
261,58;0,26;0;261,58;-3,071
261,63;0,26;-0,1;261,63;-3,071
261,68;0,25;-0,2;261,68;-3,071
261,73;0,24;-0,4;261,73;-3,071
261,78;0,21;-0,5;261,78;-3,071
261,83;0,19;-0,5;261,83;-3,071
261,88;0,16;-0,6;261,88;-3,071
261,93;0,13;-0,6;261,93;-3,071
261,98;0,09;-0,7;261,98;-3,071
262,03;0,06;-0,7;262,03;-3,071
262,08;0,03;-0,7;262,08;-3,071
262,13;-0,01;-0,7;262,13;-3,071
262,18;-0,04;-0,6;262,18;-3,071
262,23;-0,07;-0,6;262,23;-3,071
262,28;-0,1;-0,5;262,28;-3,071
262,33;-0,12;-0,4;262,33;-3,071
262,38;-0,14;-0,4;262,38;-3,071
262,43;-0,16;-0,3;262,43;-3,071
262,48;-0,17;-0,2;262,48;-3,071
262,53;-0,18;-0,1;262,53;-3,071
262,58;-0,18;0;262,58;-3,071
262,63;-0,18;0,1;262,63;-3,071
262,68;-0,17;0,2;262,68;-3,071
262,73;-0,16;0,3;262,73;-3,071
262,78;-0,14;0,3;262,78;-3,071
262,83;-0,12;0,4;262,83;-3,071
262,88;-0,1;0,5;262,88;-3,071
262,93;-0,08;0,5;262,93;-3,071
262,98;-0,05;0,5;262,98;-3,071
263,03;-0,03;0,5;263,03;-3,071
263,08;0;0,5;263,08;-3,071
263,13;0,02;0,5;263,13;-3,071
263,18;0,05;0,5;263,18;-3,071
263,23;0,07;0,4;263,23;-3,071
263,28;0,09;0,4;263,28;-3,071
263,33;0,11;0,3;263,33;-3,071
263,38;0,13;0,3;263,38;-3,071
